gene_ID	CV.TPM	CV.logTPM	rank
Crpow_TRINITY_DN103677_c0_g1	1.7804131153225577	1.5143925878245827	35993
Crpow_TRINITY_DN103680_c2_g1	1.283965800624477	1.0749378282192485	33723
Crpow_TRINITY_DN10368_c1_g1	1.0196049635114064	0.8571563004421684	31510
Crpow_TRINITY_DN103712_c0_g1	2.8284271247461903	2.8284271247461903	38689
Crpow_TRINITY_DN103715_c0_g1	2.1613462385304514	2.0049000610669774	37050
Crpow_TRINITY_DN103740_c0_g1	2.2833987633677295	2.0819332068008976	37200
Crpow_TRINITY_DN10382_c3_g1	1.2234069759409467	0.9970499954371772	32991
Crpow_TRINITY_DN103937_c0_g1	1.2832298194092955	1.0003055133039747	33026
Crpow_TRINITY_DN103937_c0_g2	2.1883950418116007	1.8506913736567714	36734
Crpow_TRINITY_DN103947_c0_g1	2.793405206042466	2.762129239943941	38244
Crpow_TRINITY_DN103947_c0_g2	2.7940655593702495	2.7537707065561685	38228
Crpow_TRINITY_DN103967_c0_g1	2.1013415158104176	1.9731056625411816	36973
Crpow_TRINITY_DN103986_c0_g2	1.0636787289603853	0.9199530259789752	32220
Crpow_TRINITY_DN10399_c0_g1	2.0519231687127406	1.0304883208496975	33356
Crpow_TRINITY_DN1039_c1_g1	0.931917771007816	0.8320393032157909	31200
Crpow_TRINITY_DN10404_c0_g1	1.8580605567327462	1.6116531008304242	36222
Crpow_TRINITY_DN10404_c2_g1	2.090810119237365	1.7160870550373615	36460
Crpow_TRINITY_DN104056_c1_g1	1.225845165964819	0.8860319057214912	31852
Crpow_TRINITY_DN104098_c0_g1	2.82842712474619	2.8284271247461903	38689
Crpow_TRINITY_DN104120_c0_g1	2.0196937677368925	1.9434246162847786	36909
Crpow_TRINITY_DN104137_c1_g2	1.421082022558748	1.1349350707225954	34177
Crpow_TRINITY_DN104182_c0_g1	2.337027580045172	2.1785488162938678	37353
Crpow_TRINITY_DN10419_c0_g1	1.5351514313171497	0.973741147266936	32751
Crpow_TRINITY_DN10419_c0_g3	1.6880905614349007	1.0948602144261534	33872
Crpow_TRINITY_DN104239_c0_g2	1.6068488429982144	1.4304369188534471	35741
Crpow_TRINITY_DN10425_c0_g1	1.2705173048149814	1.0229722042227816	33268
Crpow_TRINITY_DN104269_c0_g1	2.8284271247461903	2.82842712474619	38397
Crpow_TRINITY_DN10426_c8_g1	1.634557499522839	1.449725294166747	35811
Crpow_TRINITY_DN104293_c0_g3	1.1938667470530384	1.0345349547665144	33396
Crpow_TRINITY_DN104309_c3_g1	2.3110754513616834	1.955635995232329	36942
Crpow_TRINITY_DN104353_c0_g1	1.2690219920942227	1.1099388013652196	33988
Crpow_TRINITY_DN10439_c0_g1	1.4367461265667139	1.0047865162762102	33067
Crpow_TRINITY_DN104420_c0_g1	1.380512743907575	0.9115456780077523	32137
Crpow_TRINITY_DN104436_c1_g1	2.2942659337308546	2.1011248002974825	37229
Crpow_TRINITY_DN10445_c0_g1	1.1773302833646448	1.0498040596631402	33545
Crpow_TRINITY_DN10445_c0_g2	1.22884580158891	0.933309716410836	32351
Crpow_TRINITY_DN104483_c0_g1	1.144154051299531	0.900511153388722	32000
Crpow_TRINITY_DN104610_c0_g2	2.7765321169587307	2.7124466329469774	38162
Crpow_TRINITY_DN10464_c2_g1	1.8614891055602052	1.353010615780306	35421
Crpow_TRINITY_DN104664_c4_g1	2.8284271247461903	2.82842712474619	38397
Crpow_TRINITY_DN104724_c0_g2	1.1458273181391398	0.8950177148328727	31937
Crpow_TRINITY_DN104757_c0_g1	2.2214294044571785	1.8326769180633995	36702
Crpow_TRINITY_DN104772_c0_g1	1.1388662386400858	0.9024452035178463	32025
Crpow_TRINITY_DN104789_c1_g1	1.6125250158415503	1.1329611446629884	34161
Crpow_TRINITY_DN104797_c0_g1	1.7801730381031688	1.250075858901795	34890
Crpow_TRINITY_DN104836_c0_g2	2.1371043302128645	1.750406470632674	36537
Crpow_TRINITY_DN10483_c0_g1	1.366402962955304	0.9546346994798761	32554
Crpow_TRINITY_DN10486_c0_g1	1.7460072289040083	1.2597964591359812	34942
Crpow_TRINITY_DN105048_c1_g2	1.4406578418628524	1.2478828898737666	34870
Crpow_TRINITY_DN10507_c0_g1	1.3045433079745312	0.9178530768242112	32195
Crpow_TRINITY_DN105148_c2_g1	2.7410641585205284	2.6792075929531607	38100
Crpow_TRINITY_DN10515_c0_g1	1.5413141393772434	1.273682889927914	35025
Crpow_TRINITY_DN10517_c4_g1	1.4643578071325791	1.207346987906912	34607
Crpow_TRINITY_DN105188_c1_g1	2.31396367691595	1.9300747994014493	36881
Crpow_TRINITY_DN105192_c2_g1	1.803186685717768	1.3437682126737303	35380
Crpow_TRINITY_DN105201_c1_g1	1.8199520167363203	0.9077206310868062	32092
Crpow_TRINITY_DN105202_c0_g1	2.3941456417494287	2.001973244136012	37038
Crpow_TRINITY_DN105229_c0_g1	2.663402846600861	2.5957801975861328	37957
Crpow_TRINITY_DN105234_c0_g4	1.185221571437013	1.0868091621455858	33813
Crpow_TRINITY_DN105256_c0_g1	1.794978801181786	1.5685559791256949	36116
Crpow_TRINITY_DN10527_c0_g1	1.2505457605808759	0.8417175167859994	31310
Crpow_TRINITY_DN10529_c0_g1	1.047962687261682	0.8760036527769904	31735
Crpow_TRINITY_DN105307_c0_g2	1.9006765333507545	1.4027600040615067	35634
Crpow_TRINITY_DN105307_c2_g1	1.510222845008246	1.2939745900609536	35122
Crpow_TRINITY_DN105309_c0_g2	2.772029709021483	2.7143734212165906	38166
Crpow_TRINITY_DN105337_c1_g1	2.8284271247461903	2.8284271247461903	38689
Crpow_TRINITY_DN105403_c0_g1	2.2212139443762577	0.9946272520889934	32975
Crpow_TRINITY_DN105409_c0_g1	1.1151897802849577	0.894006067098197	31931
Crpow_TRINITY_DN105429_c1_g1	1.2291234122066146	1.0347477913932186	33399
Crpow_TRINITY_DN10544_c0_g1	2.300766082984462	1.334299596910393	35343
Crpow_TRINITY_DN10544_c1_g1	2.5809796080636467	2.4397198858754714	37740
Crpow_TRINITY_DN10550_c0_g1	1.6754672881476735	1.4753186119097939	35885
Crpow_TRINITY_DN105512_c0_g2	1.7602660270529882	1.1351439451907857	34178
Crpow_TRINITY_DN10552_c1_g1	1.006913628026599	0.8273450997562881	31145
Crpow_TRINITY_DN105545_c0_g1	1.245298389667772	1.1527257193250906	34301
Crpow_TRINITY_DN1055_c2_g1	1.2979543895521264	1.0035093404269737	33055
Crpow_TRINITY_DN1055_c6_g1	1.3510115595104775	1.3045113857364519	35191
Crpow_TRINITY_DN10560_c0_g1	1.173691354763682	0.9190307652353621	32211
Crpow_TRINITY_DN10560_c0_g2	1.2988551950228138	0.9462427283794639	32484
Crpow_TRINITY_DN10562_c1_g2	1.4179212773460834	1.0399467947446124	33455
Crpow_TRINITY_DN105638_c0_g1	1.9365990331626775	1.2690599532009583	34993
Crpow_TRINITY_DN105658_c0_g1	1.3032013231274848	1.1755137427840638	34435
Crpow_TRINITY_DN105668_c0_g1	2.3351356932990783	2.1322600873658546	37280
Crpow_TRINITY_DN10567_c0_g1	2.0650105379297012	1.393718109151201	35594
Crpow_TRINITY_DN10569_c0_g1	1.8472261406367931	1.182762079959159	34468
Crpow_TRINITY_DN10569_c1_g1	2.0323077089901145	1.6587462807994393	36335
Crpow_TRINITY_DN105755_c1_g1	1.0820676909550544	0.8491580849971211	31401
Crpow_TRINITY_DN105880_c0_g2	2.5990659518698087	2.501478354826877	37812
Crpow_TRINITY_DN10594_c0_g1	2.3527380696382707	1.8246492126810592	36674
Crpow_TRINITY_DN10594_c0_g2	1.4322638905106164	1.1290328688129871	34127
Crpow_TRINITY_DN10597_c4_g1	1.2600020735721749	0.9828061045160857	32846
Crpow_TRINITY_DN105984_c0_g1	2.82842712474619	2.82842712474619	38397
Crpow_TRINITY_DN10599_c0_g2	1.4136886794662675	1.273619814470595	35024
Crpow_TRINITY_DN106038_c0_g1	2.2614696189812644	2.1381275781753573	37291
Crpow_TRINITY_DN106093_c0_g1	1.2558681053044516	0.9047902676532634	32059
Crpow_TRINITY_DN10612_c2_g1	1.3317706608810629	1.0125034995861115	33162
Crpow_TRINITY_DN106201_c0_g1	2.383484035547167	2.1593414943808744	37320
Crpow_TRINITY_DN106328_c0_g1	1.7392415001422394	1.6228605465953245	36243
Crpow_TRINITY_DN106392_c0_g1	2.8284271247461903	2.8284271247461903	38689
Crpow_TRINITY_DN106467_c1_g1	1.041986786455804	0.9004786940528635	31998
Crpow_TRINITY_DN106491_c0_g1	1.4559673140112173	1.2262859032067217	34729
Crpow_TRINITY_DN10650_c0_g1	2.188462824008619	1.883355848059835	36801
Crpow_TRINITY_DN10650_c0_g3	2.271718670113486	1.689173033983567	36399
Crpow_TRINITY_DN10651_c6_g1	1.3069760207874668	1.048223144274189	33523
Crpow_TRINITY_DN106596_c0_g2	1.2988487937911426	1.056238223560172	33588
Crpow_TRINITY_DN106596_c0_g4	2.0140017342300833	1.8241077724466261	36672
Crpow_TRINITY_DN106597_c0_g1	2.4362551280435047	2.277982275507701	37514
Crpow_TRINITY_DN10659_c0_g1	1.5926423847329345	1.1239586928130072	34095
Crpow_TRINITY_DN106640_c1_g1	2.82842712474619	2.8284271247461903	38689
Crpow_TRINITY_DN106675_c0_g1	2.3864360251400853	2.250207449010581	37465
Crpow_TRINITY_DN106689_c0_g1	2.4920373971717797	2.3913911534900634	37666
Crpow_TRINITY_DN106695_c0_g1	1.915501629956749	1.7445507259096966	36517
Crpow_TRINITY_DN106737_c0_g1	2.8284271247461903	2.82842712474619	38397
Crpow_TRINITY_DN10675_c0_g1	1.9580798165884332	1.024849386072226	33296
Crpow_TRINITY_DN10676_c1_g1	1.5293266033077046	1.3387636908485854	35360
Crpow_TRINITY_DN106816_c0_g2	1.1221375156666242	0.8518277765919929	31433
Crpow_TRINITY_DN106833_c2_g1	1.1649392411022306	0.8558717955461294	31493
Crpow_TRINITY_DN10683_c0_g2	1.1237027773547605	0.9528598513358616	32539
Crpow_TRINITY_DN106845_c1_g1	2.1279659752731397	1.9195129653784457	36863
Crpow_TRINITY_DN106888_c0_g3	1.1588866609335138	1.032015827107773	33370
Crpow_TRINITY_DN106906_c0_g1	2.4123116275627385	2.26632749879961	37494
Crpow_TRINITY_DN106936_c0_g1	2.5377254986596878	2.4302098322900396	37727
Crpow_TRINITY_DN10695_c0_g2	1.2350461136190476	1.0368146638818259	33423
Crpow_TRINITY_DN106996_c0_g2	1.0545721959054433	0.9673667276356679	32692
Crpow_TRINITY_DN1069_c1_g1	1.6067599579492235	0.9310705487656015	32329
Crpow_TRINITY_DN107075_c0_g1	2.2340296730476847	2.030205541806404	37114
Crpow_TRINITY_DN10708_c0_g3	1.7700562208051855	1.563339983000129	36112
Crpow_TRINITY_DN107100_c0_g1	2.7829071505813014	2.7361620908171376	38205
Crpow_TRINITY_DN107109_c1_g2	1.5072921006947833	1.3160322189977367	35253
Crpow_TRINITY_DN10714_c0_g1	1.1362674153888508	0.8833976725111589	31820
Crpow_TRINITY_DN107206_c0_g1	1.4229633644129343	1.1642066262267738	34366
Crpow_TRINITY_DN107206_c0_g3	1.244589276507937	1.0164269717506713	33211
Crpow_TRINITY_DN10723_c0_g2	1.268221466655967	0.8682228686136699	31638
Crpow_TRINITY_DN107250_c0_g2	1.9763807321231828	1.8376687630642452	36715
Crpow_TRINITY_DN107287_c0_g1	1.5667213330829395	1.3113128443460598	35227
Crpow_TRINITY_DN107435_c4_g2	1.381521609663369	1.2819056059026226	35056
Crpow_TRINITY_DN107491_c0_g1	2.5466937277093744	2.2513467190300496	37470
Crpow_TRINITY_DN1074_c1_g1	1.4372591376961936	1.1042988210572124	33935
Crpow_TRINITY_DN107523_c0_g1	2.7092973230040034	2.616812178047708	37997
Crpow_TRINITY_DN107601_c0_g1	2.5154533020594916	2.28108439557955	37522
Crpow_TRINITY_DN107611_c0_g1	2.20174432713035	1.8562749720531877	36748
Crpow_TRINITY_DN10764_c4_g1	1.8374631390024976	1.3283831445444974	35315
Crpow_TRINITY_DN10766_c2_g1	1.1237555461792523	1.013954621720045	33180
Crpow_TRINITY_DN107708_c0_g1	1.5682983454884771	1.297294703138459	35147
Crpow_TRINITY_DN10773_c0_g2	1.469669108251072	1.3577062376706337	35440
Crpow_TRINITY_DN107805_c0_g3	1.3026937495883661	1.0874019676636648	33821
Crpow_TRINITY_DN107811_c1_g1	1.1194115637655375	0.8863166607771455	31855
Crpow_TRINITY_DN10784_c0_g1	1.0961008743216476	0.9856548071257475	32877
Crpow_TRINITY_DN10789_c0_g2	1.400167367613884	1.106118918352314	33954
Crpow_TRINITY_DN107930_c1_g1	2.6041764045689524	2.4690184715754455	37771
Crpow_TRINITY_DN107963_c0_g1	1.2707204883530265	1.137437650341834	34197
Crpow_TRINITY_DN107966_c0_g3	2.184075423641068	1.8528622405197945	36738
Crpow_TRINITY_DN10797_c1_g1	2.4921935805857616	2.323438334598541	37581
Crpow_TRINITY_DN10801_c1_g2	1.3679503260237227	0.9118091291746934	32140
Crpow_TRINITY_DN10802_c0_g1	1.3227400656799575	1.0033297648415627	33053
Crpow_TRINITY_DN10805_c0_g2	1.5308306756571854	1.3070142308146302	35206
Crpow_TRINITY_DN10805_c1_g1	1.2567929457343152	1.2110560423614671	34635
Crpow_TRINITY_DN10805_c1_g2	1.2748597082211315	1.2037358571610843	34583
Crpow_TRINITY_DN108069_c0_g2	1.2268005161765951	0.9689853217495453	32704
Crpow_TRINITY_DN108108_c0_g1	1.8465481916247852	1.5244955191537264	36027
Crpow_TRINITY_DN10810_c0_g1	1.1951734870198443	0.8666747687160097	31612
Crpow_TRINITY_DN108124_c0_g1	1.159255902063981	0.9476600712928779	32494
Crpow_TRINITY_DN10812_c0_g2	1.3264391241107212	0.9434982656696028	32451
Crpow_TRINITY_DN10813_c0_g1	1.3572133644092295	0.8721277470374376	31689
Crpow_TRINITY_DN108154_c0_g1	2.0005920128018406	1.7484646819884906	36530
Crpow_TRINITY_DN108159_c0_g1	2.82842712474619	2.82842712474619	38397
Crpow_TRINITY_DN108181_c0_g1	2.8284271247461903	2.8284271247461903	38689
Crpow_TRINITY_DN108181_c0_g2	2.490295607165094	2.3183252968751105	37574
Crpow_TRINITY_DN10823_c0_g2	1.7772582758037492	1.5220245035938373	36019
Crpow_TRINITY_DN108273_c3_g1	2.6910352479441544	2.618957736306854	38001
Crpow_TRINITY_DN108410_c1_g1	1.947107507507239	1.4399872186023892	35776
Crpow_TRINITY_DN108428_c1_g1	1.028106250294263	0.8253673512188129	31113
Crpow_TRINITY_DN108445_c0_g1	1.6499804335797543	1.1852846556557777	34482
Crpow_TRINITY_DN108456_c0_g1	2.82842712474619	2.8284271247461903	38689
Crpow_TRINITY_DN108516_c0_g1	1.366372619335377	1.136298503308538	34189
Crpow_TRINITY_DN108601_c0_g1	2.194879454094294	1.9658603523611962	36961
Crpow_TRINITY_DN108610_c0_g2	1.2262932906050845	1.092925904039803	33860
Crpow_TRINITY_DN1086_c0_g1	1.4391553505834842	1.260214132917357	34947
Crpow_TRINITY_DN108715_c0_g1	1.2715885515915872	1.178833373594447	34451
Crpow_TRINITY_DN108773_c0_g1	1.1320064897120445	0.9109413586051585	32126
Crpow_TRINITY_DN10879_c3_g1	1.5149231126655591	1.3977069472010546	35614
Crpow_TRINITY_DN10883_c2_g1	1.6494585824740855	1.2464432112191364	34863
Crpow_TRINITY_DN108859_c0_g1	2.7698400462828663	2.7365907388635136	38207
Crpow_TRINITY_DN108887_c0_g1	2.558583431323822	2.474296705008533	37777
Crpow_TRINITY_DN108925_c0_g1	1.1167079982307946	0.9590366652098519	32595
Crpow_TRINITY_DN10893_c0_g1	1.1320102521280964	1.0330489493359123	33375
Crpow_TRINITY_DN10896_c2_g1	1.6559604822462346	1.4779143409129445	35892
Crpow_TRINITY_DN109004_c0_g3	1.3112276373976866	0.9455474690410787	32476
Crpow_TRINITY_DN10901_c0_g2	1.4639530665826967	0.8935314662038044	31921
