gene_ID	CV.TPM	CV.logTPM	rank
Crpow_TRINITY_DN0_c0_g1	0.39615523618424114	0.20553100892413192	14867
Crpow_TRINITY_DN10000_c0_g1	0.22926251673085563	0.05388243300460888	1276
Crpow_TRINITY_DN10001_c0_g1	0.40285334322917	0.11621314287926984	8396
Crpow_TRINITY_DN10001_c1_g1	0.4317035673082289	0.15257509012750403	11565
Crpow_TRINITY_DN10002_c0_g1	0.2209506166936301	0.06808149306530252	2788
Crpow_TRINITY_DN10002_c1_g1	1.4024013073795831	0.8835535052009598	31823
Crpow_TRINITY_DN10002_c25_g2	0.4696663580478796	0.3527552855881378	20902
Crpow_TRINITY_DN10003_c0_g1	0.21719179966576732	0.05316373158189501	1225
Crpow_TRINITY_DN10004_c0_g1	0.14761163502559552	0.06925862698132046	2915
Crpow_TRINITY_DN100051_c0_g1	2.82842712474619	2.8284271247461903	38689
Crpow_TRINITY_DN10005_c0_g1	0.34360522128027293	0.14520571815585548	10968
Crpow_TRINITY_DN100060_c1_g1	1.4125316365986895	1.302427877981573	35174
Crpow_TRINITY_DN10006_c0_g1	0.34539451507228647	0.17842980719430732	13269
Crpow_TRINITY_DN10007_c0_g2	1.2629693489357017	1.132541468764891	34154
Crpow_TRINITY_DN10007_c1_g1	0.3179931125398176	0.17900045927565444	13315
Crpow_TRINITY_DN10007_c2_g2	0.41118850345822433	0.339682467249773	20438
Crpow_TRINITY_DN100084_c0_g2	0.342966751134839	0.09375167191458611	5955
Crpow_TRINITY_DN10008_c0_g1	0.17979650969659197	0.04330813646242325	532
Crpow_TRINITY_DN10008_c0_g2	0.20939819117434524	0.06535549565480744	2477
Crpow_TRINITY_DN100096_c1_g1	2.0597282994770665	1.7495483355358206	36533
Crpow_TRINITY_DN10009_c0_g1	0.5453703187216167	0.4397582640546874	23600
Crpow_TRINITY_DN1000_c0_g1	0.25741985849244736	0.0935338278285786	5930
Crpow_TRINITY_DN100106_c0_g2	1.0219370334842115	0.7357433257008898	29925
Crpow_TRINITY_DN10010_c0_g2	0.7790515166142462	0.384758102869612	21937
Crpow_TRINITY_DN10012_c0_g2	0.1864323921826543	0.07868637833382496	4124
Crpow_TRINITY_DN100131_c0_g1	0.6954180224823173	0.5439230284879729	26353
Crpow_TRINITY_DN100137_c0_g1	1.2782161011980175	1.0368303750533403	33424
Crpow_TRINITY_DN10013_c0_g2	0.4886504833588782	0.3693111211168418	21444
Crpow_TRINITY_DN100148_c0_g1	1.3490245343071183	0.8953629068040241	31939
Crpow_TRINITY_DN10014_c0_g1	1.7142432064473931	0.7666046911079298	30374
Crpow_TRINITY_DN10015_c0_g1	2.179433690362469	1.7096010746745818	36442
Crpow_TRINITY_DN100163_c0_g1	1.1640937912300362	0.9964130334806336	32987
Crpow_TRINITY_DN10016_c0_g1	0.9905680141905191	0.66440022260007	28785
Crpow_TRINITY_DN10016_c0_g3	0.9782226622113424	0.5609924114219876	26738
Crpow_TRINITY_DN10017_c0_g1	0.16840334881361815	0.07026539227751288	3052
Crpow_TRINITY_DN10018_c0_g1	0.48942230783179563	0.3891117719518241	22073
Crpow_TRINITY_DN10019_c1_g1	0.28044171782341515	0.15102186555987088	11449
Crpow_TRINITY_DN1001_c0_g1	0.2931934283896475	0.12555316989062573	9287
Crpow_TRINITY_DN10020_c0_g1	0.3987443909091611	0.20392735279261118	14783
Crpow_TRINITY_DN10020_c1_g1	0.44333213041901776	0.26782472214763553	17785
Crpow_TRINITY_DN100216_c2_g1	1.0410294088699934	0.9184175011509527	32200
Crpow_TRINITY_DN10021_c0_g1	0.20165032156805077	0.04715957322620109	778
Crpow_TRINITY_DN10022_c0_g3	0.23117086873235093	0.08759809937719178	5220
Crpow_TRINITY_DN10023_c0_g1	0.4476705708460111	0.3369698199311925	20351
Crpow_TRINITY_DN10024_c0_g1	0.39707339521653123	0.32142072536127514	19824
