gene_ID	CV.TPM	rank
Crpow_TRINITY_DN130530_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN130689_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN130782_c6_g1	2.8284271247461903	78083
Crpow_TRINITY_DN130824_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN130842_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN131203_c1_g1	2.8284271247461903	78083
Crpow_TRINITY_DN131256_c2_g1	2.8284271247461903	78083
Crpow_TRINITY_DN131319_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN131348_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN131578_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN131640_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN132139_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN132233_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN132578_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN132606_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN132774_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN132852_c1_g2	2.8284271247461903	78083
Crpow_TRINITY_DN133034_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN133376_c8_g1	2.8284271247461903	78083
Crpow_TRINITY_DN133780_c1_g2	2.8284271247461903	78083
Crpow_TRINITY_DN133793_c0_g3	2.8284271247461903	78083
Crpow_TRINITY_DN134487_c8_g1	2.8284271247461903	78083
Crpow_TRINITY_DN134719_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN134719_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN134748_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN134800_c1_g1	2.8284271247461903	78083
Crpow_TRINITY_DN134981_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN135186_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN135347_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN135741_c1_g1	2.8284271247461903	78083
Crpow_TRINITY_DN136150_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN136236_c0_g3	2.8284271247461903	78083
Crpow_TRINITY_DN136388_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN136504_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN136930_c3_g2	2.8284271247461903	78083
Crpow_TRINITY_DN137240_c4_g1	2.8284271247461903	78083
Crpow_TRINITY_DN137769_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN13864_c1_g1	2.8284271247461903	78083
Crpow_TRINITY_DN139364_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN140711_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN140840_c8_g1	2.8284271247461903	78083
Crpow_TRINITY_DN141212_c1_g1	2.8284271247461903	78083
Crpow_TRINITY_DN141344_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN141463_c5_g1	2.8284271247461903	78083
Crpow_TRINITY_DN141509_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN142428_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN142428_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN142524_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN142641_c0_g3	2.8284271247461903	78083
Crpow_TRINITY_DN143380_c2_g3	2.8284271247461903	78083
Crpow_TRINITY_DN143742_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN143822_c2_g2	2.8284271247461903	78083
Crpow_TRINITY_DN14474_c2_g1	2.8284271247461903	78083
Crpow_TRINITY_DN144932_c7_g1	2.8284271247461903	78083
Crpow_TRINITY_DN145020_c3_g1	2.8284271247461903	78083
Crpow_TRINITY_DN145331_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN145337_c4_g1	2.8284271247461903	78083
Crpow_TRINITY_DN145342_c7_g1	2.8284271247461903	78083
Crpow_TRINITY_DN145380_c1_g1	2.8284271247461903	78083
Crpow_TRINITY_DN145493_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN145548_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN145622_c2_g2	2.8284271247461903	78083
Crpow_TRINITY_DN145637_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN145683_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN145846_c2_g2	2.8284271247461903	78083
Crpow_TRINITY_DN145997_c1_g1	2.8284271247461903	78083
Crpow_TRINITY_DN146766_c2_g1	2.8284271247461903	78083
Crpow_TRINITY_DN146874_c6_g1	2.8284271247461903	78083
Crpow_TRINITY_DN147216_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN147334_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN147360_c6_g1	2.8284271247461903	78083
Crpow_TRINITY_DN147709_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN147765_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN147854_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN147980_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN148105_c5_g1	2.8284271247461903	78083
Crpow_TRINITY_DN148213_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN149898_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN150377_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN150390_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN150686_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN150753_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN150859_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN150959_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN151056_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN151297_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN151393_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN151699_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN151810_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN151888_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN152213_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN152271_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN152414_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN152569_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN152664_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN152771_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN153154_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN153651_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN154176_c1_g1	2.8284271247461903	78083
Crpow_TRINITY_DN154568_c7_g1	2.8284271247461903	78083
Crpow_TRINITY_DN154845_c1_g4	2.8284271247461903	78083
Crpow_TRINITY_DN155060_c0_g5	2.8284271247461903	78083
Crpow_TRINITY_DN155099_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN155161_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN155169_c4_g2	2.8284271247461903	78083
Crpow_TRINITY_DN155284_c0_g3	2.8284271247461903	78083
Crpow_TRINITY_DN155426_c1_g1	2.8284271247461903	78083
Crpow_TRINITY_DN155664_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN156211_c7_g1	2.8284271247461903	78083
Crpow_TRINITY_DN15622_c0_g4	2.8284271247461903	78083
Crpow_TRINITY_DN156585_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN156646_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN156664_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN156842_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN156898_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN157064_c1_g1	2.8284271247461903	78083
Crpow_TRINITY_DN157241_c1_g2	2.8284271247461903	78083
Crpow_TRINITY_DN157461_c0_g3	2.8284271247461903	78083
Crpow_TRINITY_DN157835_c4_g2	2.8284271247461903	78083
Crpow_TRINITY_DN157835_c7_g1	2.8284271247461903	78083
Crpow_TRINITY_DN158181_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN158198_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN158205_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN158326_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN158585_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN158618_c1_g1	2.8284271247461903	78083
Crpow_TRINITY_DN158939_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN159029_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN159212_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN159212_c0_g5	2.8284271247461903	78083
Crpow_TRINITY_DN159353_c0_g3	2.8284271247461903	78083
Crpow_TRINITY_DN159500_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN159543_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN159620_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN159724_c3_g1	2.8284271247461903	78083
Crpow_TRINITY_DN160020_c1_g1	2.8284271247461903	78083
Crpow_TRINITY_DN160196_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN160365_c1_g1	2.8284271247461903	78083
Crpow_TRINITY_DN160576_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN160640_c1_g3	2.8284271247461903	78083
Crpow_TRINITY_DN160780_c0_g3	2.8284271247461903	78083
Crpow_TRINITY_DN161557_c1_g1	2.8284271247461903	78083
Crpow_TRINITY_DN161884_c1_g2	2.8284271247461903	78083
Crpow_TRINITY_DN161887_c1_g2	2.8284271247461903	78083
Crpow_TRINITY_DN162127_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN162238_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN162372_c2_g2	2.8284271247461903	78083
Crpow_TRINITY_DN162795_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN163639_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN164054_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN164464_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN164796_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN16528_c5_g1	2.8284271247461903	78083
Crpow_TRINITY_DN165916_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN165916_c0_g3	2.8284271247461903	78083
Crpow_TRINITY_DN165995_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN167090_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN167180_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN167221_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN167270_c1_g1	2.8284271247461903	78083
Crpow_TRINITY_DN167355_c3_g1	2.8284271247461903	78083
Crpow_TRINITY_DN167371_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN167904_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN167905_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN168440_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN168451_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN169137_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN169293_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN169323_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN169369_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN169897_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN169940_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN169985_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN170138_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN170214_c0_g3	2.8284271247461903	78083
Crpow_TRINITY_DN170272_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN170500_c2_g1	2.8284271247461903	78083
Crpow_TRINITY_DN170714_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN170747_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN171028_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN171296_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN171361_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN171361_c1_g1	2.8284271247461903	78083
Crpow_TRINITY_DN171601_c2_g1	2.8284271247461903	78083
Crpow_TRINITY_DN171644_c8_g2	2.8284271247461903	78083
Crpow_TRINITY_DN171902_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN172006_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN172088_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN173393_c3_g1	2.8284271247461903	78083
Crpow_TRINITY_DN173429_c1_g2	2.8284271247461903	78083
Crpow_TRINITY_DN173441_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN173488_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN173489_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN173604_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN174031_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN174173_c1_g1	2.8284271247461903	78083
Crpow_TRINITY_DN174181_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN174379_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN174477_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN174678_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN1750_c3_g1	2.8284271247461903	78083
Crpow_TRINITY_DN175173_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN175278_c3_g1	2.8284271247461903	78083
Crpow_TRINITY_DN175346_c5_g1	2.8284271247461903	78083
Crpow_TRINITY_DN175389_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN175869_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN175919_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN17609_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN176430_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN176433_c1_g1	2.8284271247461903	78083
Crpow_TRINITY_DN176838_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN176932_c3_g1	2.8284271247461903	78083
Crpow_TRINITY_DN177152_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN177300_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN177495_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN177599_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN177605_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN177623_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN177625_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN177721_c0_g4	2.8284271247461903	78083
Crpow_TRINITY_DN177881_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN178024_c1_g2	2.8284271247461903	78083
Crpow_TRINITY_DN178296_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN17836_c4_g1	2.8284271247461903	78083
Crpow_TRINITY_DN178705_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN178707_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN178785_c0_g3	2.8284271247461903	78083
Crpow_TRINITY_DN178911_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN179146_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN179161_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN179194_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN179226_c0_g3	2.8284271247461903	78083
Crpow_TRINITY_DN179290_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN179511_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN179653_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN179921_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN180908_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN181194_c2_g1	2.8284271247461903	78083
Crpow_TRINITY_DN181234_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN181238_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN181362_c2_g1	2.8284271247461903	78083
Crpow_TRINITY_DN181895_c0_g2	2.8284271247461903	78083
Crpow_TRINITY_DN182020_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN183484_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN183798_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN184083_c0_g1	2.8284271247461903	78083
Crpow_TRINITY_DN184290_c1_g1	2.8284271247461903	78083
Crpow_TRINITY_DN184933_c0_g1	2.8284271247461903	78083
